amenity,name,latitude,longitude,addr:street
doctors,Policonsultorio Virgen de Copacabana,-16.528602,-68.1526338,Calle 27 B
doctors,Centro naturopata,-17.7884249,-63.190328,Mario Flores
doctors,Centro Bronco-Pulmonar,-17.809238,-63.1958706,
doctors,ACUMED,-17.3914021,-66.1532199,Avenida Heroínas
doctors,Centro de Salud Villa Adela,-16.5228198,-68.2120547,Brasilia
doctors,Consultorio médico Mi Salud,-16.4949861,-68.1723768,
doctors,Ortopedia Boliviano Aleman,-16.5114677,-68.1238035,Avenida 6 de Agosto
doctors,,-16.2011886,-68.9030017,
doctors,Mirna,-20.4591575,-66.8271164,
doctors,APS,-17.3791062,-66.1540329,
doctors,Vida Sana,-16.5263455,-68.1493918,Calle 20 C
doctors,MEDICAR,-17.3732349,-66.157377,Avenida América
doctors,San Francisco de Asís,-17.3877595,-66.1541322,
doctors,Consultorio Médico Profamilia,-17.8261326,-63.1332056,Avenida Plan Tres Mil
doctors,Maria Inmaculada,-17.3703472,-66.1235401,
doctors,Consultorio médico integral del Brazo social,-16.5037135,-68.1612561,
doctors,La Merced,-16.4949732,-68.1520764,José María Asin
doctors,ACUHOMED,-17.3814939,-66.1533362,Avenida Papa Paulo
doctors,,-16.5038915,-68.0828271,
doctors,Centro de salud Cota Cota,-16.5436037,-68.050753,4
doctors,,-16.4798636,-68.1206964,
doctors,Consultorio Medico San Pablo,-19.8057119,-63.9576259,
doctors,Credisalud,-16.5075843,-68.1244782,
doctors,GAES Bolivia,-17.3901464,-66.151782,
doctors,AudioProd,-17.3876097,-66.1541622,
doctors,,-15.51173,-67.4281034,
doctors,Laboratorio de Análisis Clínicos C.E.D.,-17.7790807,-63.1849299,Calle Cuéllar
doctors,AlianSAlud,-16.5108614,-68.125655,
doctors,Consultorio Médico Mi Pediatra,-16.5053388,-68.1277686,Calle Capitán Ravelo
doctors,Centro Medico MEDICA CENTRAL,-16.5100183,-68.1255623,Avenida 6 de Agosto
doctors,"Consultorio Vecinal B. ""Los Parrales""",-21.5157242,-64.758364,
doctors,Consultorio Psicologico,-16.5179939,-68.1508974,
doctors,Enfermería Nazareth,-17.7722936,-63.1542929,Tercer Anillo Externo
doctors,Consultorio,-17.8437264,-63.1089637,
doctors,,-16.1648896,-69.0855812,
doctors,Atención Integral en Nefrología,-17.3831397,-66.1487777,
doctors,,-16.5221643,-68.2096071,
doctors,Consultorio Medico Genesis,-17.7765967,-63.1753503,Pasaje 10 de Agosto
doctors,Belen,-17.4725464,-66.1710845,
doctors,Policlínica Miraflores CNS,-16.5039924,-68.1202375,Calle Nicaragua
doctors,Estetica Medica,-17.3744931,-66.1491176,Calle Buenos Aires
doctors,San Juan de Dios,-17.4118918,-66.1426287,
doctors,Alianza Cristianas (manos abiertas),-16.6550292,-68.2984637,
doctors,"Medico Oftalmológico ""Sumaj Nayra""",-16.4950307,-68.1230078,Calle Guerrilleros Lanza
doctors,Médico Oftalmólogo,-17.387439,-66.1457305,
doctors,OncoMedica,-17.3843131,-66.1522543,
doctors,CEMETRA Centro de Medicina Tradicional,-17.8363413,-63.2240067,
doctors,Consultorio Parroquial,-17.3764995,-66.1737373,Avenida Juan de la Rosa
doctors,Puesto de Salud Vila Vila,-17.5574918,-67.3619673,
doctors,Centro Médico Quirúrgico Bolivar,-17.3796621,-66.1603501,
doctors,Intermedic,-17.3808781,-66.1662416,
doctors,,-16.5032326,-68.1438904,
doctors,Dar Salud,-16.5019074,-68.1335267,Calle Mexico
doctors,Servicio Móvil de Rayos X,-16.495289,-68.1176472,
doctors,Centro de Partos,-17.3825417,-66.1499007,
doctors,,-17.3834615,-66.1478701,
doctors,Nefrologia,-17.3809205,-66.14884,
doctors,,-17.3909276,-66.1562939,
doctors,POLICONSULTORIO MÉDICO GUARDIA AÑEZ -Varimed,-14.8203018,-64.8978854,Zona universitaria Calle 3
doctors,Centro Médico Chimboco,-17.3884103,-66.0411723,
doctors,C.E.PED.,-21.531354,-64.7330546,
doctors,Blanca Liliana Vaca Diez,-17.7562352,-63.1697606,Río Quimorí
doctors,Dr. Zuna,-17.7681927,-63.1559061,
doctors,Horizontes,-15.4362994,-67.5866547,
doctors,Dr candia,-17.8236362,-63.1388198,
doctors,El Carmen,-16.6264323,-68.1878838,
doctors,Rostov,-16.5575921,-68.1970711,
doctors,Dr.Marquez,-16.5444133,-68.1899658,
doctors,Dr.Sandra Blacutt,-16.5088343,-68.1639875,
doctors,Ginecologo Obstetra,-18.4908326,-64.1073014,Calle Sucre
doctors,Centro TRACIENDE,-16.5227106,-68.1142073,Av. Hernando Siles
doctors,Centro de Salud Campo Via,-17.0301599,-65.6571155,RN4: Colomi-Villa Tunari
doctors,"Casa ""Mi Salud""",-15.8931351,-63.1859301,
doctors,Consultorio Médico Vargas,-16.5055044,-68.1189062,
doctors,Consultorio Medico Emanuel,-16.5458211,-68.1882472,San José
doctors,CEGNI (Centro de Gastroenterología y Nutrición Infantil),-17.3829523,-66.1561481,Calle Antezana
doctors,Centro de Salud Integral Torrepampa,-16.8309926,-67.5810987,
doctors,CENTRO MEDIDO DE LA PIEL,-21.5366821,-64.7330145,Calle Colon
doctors,Puesto Médico Caja Nacional de Salud,-22.735981,-64.3322924,
doctors,Centro de Salud Señor de Mayo,-20.4565647,-66.8229434,Calle Perú
