departamento,provincia,municipio,codigo_municipio,codigo,nombre,seguro,urbano-rural,telefono,camas
Chuquisaca,Oropeza,Sucre,10101,100030,Hosp.Santa Barbara,TRUE,urbano,0,196
Chuquisaca,Oropeza,Sucre,10101,100031,El Chaco,TRUE,rural,73417543,1
Chuquisaca,Oropeza,Sucre,10101,100032,C.S. Med.Barrio El Tejar,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100033,Hosp.Jaime Mendoza,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100034,Mercado Campesino,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100035,Cs. Cotes Ltda,TRUE,urbano,0,2
Chuquisaca,Oropeza,Sucre,10101,100036,C.S.Carcel Publica,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100037,C.S. Kausaj Pujyu,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100038,Inst. Cupertino Arteaga,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100039,Imilla Huanusca,TRUE,rural,46933555,0
Chuquisaca,Oropeza,Sucre,10101,100040,Hosp. Cristo De Las Americas,TRUE,urbano,0,7
Chuquisaca,Oropeza,Sucre,10101,100041,C.S.Banco Vacunas,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100042,Mercado Central,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100043,Mercado Minorista,TRUE,urbano,6462390,0
Chuquisaca,Oropeza,Sucre,10101,100044,Khochis,TRUE,rural,71166136,1
Chuquisaca,Oropeza,Sucre,10101,100045,La Palma,TRUE,rural,76119983,6
Chuquisaca,Oropeza,Sucre,10101,100046,C.S. Senac,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100047,San Pedro Claver,TRUE,urbano,6451667,84
Chuquisaca,Oropeza,Sucre,10101,100048,Maragua (Chq),TRUE,rural,46938088,0
Chuquisaca,Oropeza,Sucre,10101,100049,C.S. Cimes,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100050,C.S.Cruz Roja,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100051,C.S. Pro Mujer(Sucre),TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100052,Inst..Psiquiatrico Nacional,TRUE,urbano,0,454
Chuquisaca,Oropeza,Sucre,10101,100053,Hospital Materno Infantil De Poconas,TRUE,urbano,6438943,15
Chuquisaca,Oropeza,Sucre,10101,100054,C.S. Cons. San Juanillo,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100055,Central,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100056,Cristo Rey De Potolo,TRUE,rural,72868795,6
Chuquisaca,Oropeza,Sucre,10101,100057,C.S. Cimes Potolo,TRUE,rural,0,0
Chuquisaca,Oropeza,Sucre,10101,100058,Punilla,TRUE,rural,72871092,0
Chuquisaca,Oropeza,Sucre,10101,100059,Quila Quila,TRUE,rural,0,0
Chuquisaca,Oropeza,Sucre,10101,100060,C.S. Pro Mujer San Jose,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100061,Sonkho Chipa,TRUE,rural,73429024,1
Chuquisaca,Oropeza,Sucre,10101,100062,C.S. Santa Barbara,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100063,Morro Municipal,TRUE,urbano,6480179,0
Chuquisaca,Oropeza,Sucre,10101,100064,Alto San Juanillo,TRUE,urbano,6464883,0
Chuquisaca,Oropeza,Sucre,10101,100065,Valle Hermoso,TRUE,urbano,6421105,5
Chuquisaca,Oropeza,Sucre,10101,100066,C.S.Fe Y Alegria,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100067,C.S.San Ricardo Pampuri,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100068,C.S. Seguro Universitario,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100069,Caja Cordes - Chuquisaca,TRUE,urbano,0,17
Chuquisaca,Oropeza,Sucre,10101,100070,C.S Virgen Del Remedio,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100071,C.S.S.O.Ejercito,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100072,C.S.Coinca,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100073,Patacon,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100074,Surima,TRUE,rural,74687067,2
Chuquisaca,Oropeza,Sucre,10101,100075,Banco De Sangre,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100076,C.S. Med.Barrio Valle Hermoso,TRUE,urbano,0,0
Chuquisaca,Oropeza,Sucre,10101,100077,Villa Armonia (Chq),TRUE,urbano,0,9
Chuquisaca,Oropeza,Sucre,10101,100078,Villa Margarita,TRUE,urbano,6438877,0
Chuquisaca,Oropeza,Yotala,10102,100079,Anfaya,TRUE,rural,0,0
Chuquisaca,Oropeza,Yotala,10102,100080,Cachimayu,TRUE,rural,74455212,0
Chuquisaca,Oropeza,Yotala,10102,100081,Calera,TRUE,rural,0,0
Chuquisaca,Oropeza,Yotala,10102,100082,Huayllas,TRUE,rural,74403006,0
Chuquisaca,Oropeza,Yotala,10102,100083,Nucchu,TRUE,rural,0,0
Chuquisaca,Oropeza,Yotala,10102,100084,Tambo Ackachila,TRUE,rural,68630064,0
Chuquisaca,Oropeza,Yotala,10102,100085,Tipaka,TRUE,rural,0,0
Chuquisaca,Oropeza,Yotala,10102,100086,Tuero,TRUE,rural,0,0
Chuquisaca,Oropeza,Yotala,10102,100087,Unala,TRUE,rural,75766838,0
Chuquisaca,Oropeza,Yotala,10102,100088,Nicolas Ortiz,TRUE,rural,6430023,5
Chuquisaca,Oropeza,Poroma,10103,100089,Chijmuri,TRUE,rural,46938258,1
Chuquisaca,Oropeza,Poroma,10103,100090,Copavilque,TRUE,rural,46938203,0
Chuquisaca,Oropeza,Poroma,10103,100091,Cucuri,TRUE,rural,73440303,0
Chuquisaca,Oropeza,Poroma,10103,100092,El Ajial,TRUE,rural,73133818,1
Chuquisaca,Oropeza,Poroma,10103,100093,Tholapampa,TRUE,rural,73419069,1
Chuquisaca,Oropeza,Poroma,10103,100094,Kainacas,TRUE,rural,73434771,0
Chuquisaca,Oropeza,Poroma,10103,100095,Luje,TRUE,rural,68642254,1
Chuquisaca,Oropeza,Poroma,10103,100096,Pojpo,TRUE,rural,74447417,0
Chuquisaca,Oropeza,Poroma,10103,100097,Virgen Del Rosario,TRUE,rural,68660621,8
Chuquisaca,Oropeza,Poroma,10103,100098,San Juan De Orcas,TRUE,rural,75761589,0
Chuquisaca,Oropeza,Poroma,10103,100099,Challcha,TRUE,rural,74695807,0
Chuquisaca,Oropeza,Poroma,10103,100100,La Palca (Chq-Poroma),TRUE,rural,0,0
Chuquisaca,Azurduy,Villa Azurduy,10201,100101,Dr. Gustavo Haase Perez,TRUE,rural,68660878,15
Chuquisaca,Azurduy,Villa Azurduy,10201,100102,Duraznal,TRUE,rural,72886490,3
Chuquisaca,Azurduy,Villa Azurduy,10201,100103,Pinos,TRUE,rural,68660168,2
Chuquisaca,Azurduy,Villa Azurduy,10201,100104,Rodeo Chico,TRUE,rural,72869875,0
Chuquisaca,Azurduy,Villa Azurduy,10201,100105,San Roque,TRUE,rural,74409649,3
Chuquisaca,Azurduy,Villa Azurduy,10201,100106,Santa Rosa (Chq),TRUE,rural,67607171,3
Chuquisaca,Azurduy,Villa Azurduy,10201,100107,Tablani,TRUE,rural,46938248,3
Chuquisaca,Azurduy,Tarvita,10202,100108,Abra Kasa,TRUE,rural,71161812,3
Chuquisaca,Azurduy,Tarvita,10202,100109,Chunca Cancha,TRUE,rural,71161084,3
Chuquisaca,Azurduy,Tarvita,10202,100110,La Sillada,TRUE,rural,71161524,3
Chuquisaca,Azurduy,Tarvita,10202,100111,Molleni,TRUE,rural,71161775,0
Chuquisaca,Azurduy,Tarvita,10202,100112,Pampa Huasi,TRUE,rural,71161190,3
Chuquisaca,Azurduy,Tarvita,10202,100113,San Miguel,TRUE,rural,71161850,2
Chuquisaca,Azurduy,Tarvita,10202,100114,San Pedro (Chq),TRUE,rural,71161844,0
Chuquisaca,Azurduy,Tarvita,10202,100115,Virgen Del Rosario,TRUE,rural,71161670,27
Chuquisaca,Azurduy,Tarvita,10202,100116,P.S. Mollecancha,TRUE,rural,0,0
Chuquisaca,Zudañez,Villa Zudañez,10301,100117,Waca Huasi,TRUE,rural,71160691,0
Chuquisaca,Zudañez,Villa Zudañez,10301,100118,San Jorge,TRUE,rural,68660822,8
Chuquisaca,Zudañez,Villa Zudañez,10301,100119,Mandinga,TRUE,rural,71160684,0
Chuquisaca,Zudañez,Villa Zudañez,10301,100120,Sayanchaca,TRUE,rural,71160687,0
Chuquisaca,Zudañez,Villa Zudañez,10301,100121,Mayutorcoco,TRUE,rural,68637732,0
Chuquisaca,Zudañez,Villa Zudañez,10301,100122,Paraqty,TRUE,rural,71160685,0
Chuquisaca,Zudañez,Presto,10302,100123,Puno Kasa,TRUE,rural,68615480,0
Chuquisaca,Zudañez,Presto,10302,100124,Rodeo El Palmar,TRUE,rural,67614421,0
Chuquisaca,Zudañez,Presto,10302,100125,Santiago De Presto,TRUE,rural,68660641,2
Chuquisaca,Zudañez,Presto,10302,100126,Pasopaya (Presto),TRUE,rural,73477217,0
Chuquisaca,Zudañez,Villa Mojocoya,10303,100127,La Abra,TRUE,rural,0,0
Chuquisaca,Zudañez,Villa Mojocoya,10303,100128,San Juan De Dios (Chq),TRUE,rural,71163235,9
Chuquisaca,Zudañez,Villa Mojocoya,10303,100129,Yacambe,TRUE,rural,71163237,3
Chuquisaca,Zudañez,Villa Mojocoya,10303,100130,Churicana,TRUE,rural,71163237,2
Chuquisaca,Zudañez,Villa Mojocoya,10303,100131,Sachapampa,TRUE,rural,0,0
Chuquisaca,Zudañez,Villa Mojocoya,10303,100132,Quivale,TRUE,rural,71163234,0
Chuquisaca,Zudañez,Villa Mojocoya,10303,100133,Mojocoya,TRUE,rural,71163239,4
Chuquisaca,Zudañez,Icla,10304,100134,Cantar Gallo,TRUE,rural,67601136,1
Chuquisaca,Zudañez,Icla,10304,100135,Candelaria,TRUE,rural,67601139,2
Chuquisaca,Zudañez,Icla,10304,100136,Virgen Del Rosario,TRUE,rural,67601311,8
Chuquisaca,Zudañez,Icla,10304,100137,P.S. Guitarrani,TRUE,rural,0,0
Chuquisaca,Zudañez,Icla,10304,100138,Tacopampa,TRUE,rural,67601138,2
Chuquisaca,Zudañez,Icla,10304,100139,Uyuni (Chq),TRUE,rural,67601135,2
Chuquisaca,Tomina,Padilla,10401,100140,Corey,TRUE,rural,0,0
Chuquisaca,Tomina,Padilla,10401,100141,El Rosal,TRUE,rural,73476972,0
Chuquisaca,Tomina,Padilla,10401,100142,Lampacillos,TRUE,rural,74402853,0
Chuquisaca,Tomina,Padilla,10401,100143,Hosp. Padilla,TRUE,urbano,46932381,29
Chuquisaca,Tomina,Padilla,10401,100144,C.S. C.N.S. Padilla,TRUE,rural,0,0
Chuquisaca,Tomina,Padilla,10401,100145,Tabacal,TRUE,rural,71164561,0
Chuquisaca,Tomina,Padilla,10401,100146,Tihumayu,TRUE,rural,71164562,0
Chuquisaca,Tomina,Tomina,10402,100147,Corso,TRUE,rural,71160170,1
Chuquisaca,Tomina,Tomina,10402,100148,Rodeo Porvenir,TRUE,rural,71160171,3
Chuquisaca,Tomina,Tomina,10402,100149,Fuerte Rua,TRUE,rural,71160164,1
Chuquisaca,Tomina,Tomina,10402,100150,Otorongo,TRUE,rural,71160172,0
Chuquisaca,Tomina,Tomina,10402,100151,Pucara (Chq),TRUE,rural,71160173,1
Chuquisaca,Tomina,Tomina,10402,100152,Tarabuquillo,TRUE,rural,71160165,1
Chuquisaca,Tomina,Tomina,10402,100153,Tomina,TRUE,rural,67601346,15
Chuquisaca,Tomina,Sopachuy,10403,100154,Amancaya,TRUE,rural,71160124,0
Chuquisaca,Tomina,Sopachuy,10403,100155,Pampas Del Carmen,TRUE,rural,67601431,0
Chuquisaca,Tomina,Sopachuy,10403,100156,Hospital Virgen De Remedios Sopachuy,TRUE,urbano,71160125,29
Chuquisaca,Tomina,Villa Alcalá,10404,100157,Alcala,TRUE,rural,67601452,5
Chuquisaca,Tomina,Villa Alcalá,10404,100158,Limabamba,TRUE,rural,67601451,4
Chuquisaca,Tomina,El Villar,10405,100159,El Dorado,TRUE,rural,67601488,1
Chuquisaca,Tomina,El Villar,10405,100160,El Villar,TRUE,rural,68660236,6
Chuquisaca,Tomina,El Villar,10405,100161,Rodeito,TRUE,rural,67601446,1
Chuquisaca,Tomina,El Villar,10405,100162,Segura,TRUE,rural,67600524,3
Chuquisaca,Hernando Siles,Monteagudo,10501,100163,Leonardo Gamberti Alvino,TRUE,rural,67602518,6
Chuquisaca,Hernando Siles,Monteagudo,10501,100164,Cerrillos (Chq),TRUE,rural,0,8
Chuquisaca,Hernando Siles,Monteagudo,10501,100165,Chapimayu,TRUE,rural,67041781,3
Chuquisaca,Hernando Siles,Monteagudo,10501,100166,Cruce Piraimiri,TRUE,rural,68660147,3
Chuquisaca,Hernando Siles,Monteagudo,10501,100167,Ingavi,TRUE,rural,0,2
Chuquisaca,Hernando Siles,Monteagudo,10501,100168,Itapenti,TRUE,rural,0,2
Chuquisaca,Hernando Siles,Monteagudo,10501,100169,Los Arcos,TRUE,rural,46302003,2
Chuquisaca,Hernando Siles,Monteagudo,10501,100170,Hosp. Monteagudo San Antonio De Los Sauces,TRUE,urbano,6472224,40
Chuquisaca,Hernando Siles,Monteagudo,10501,100171,C.S. C.N.S. Monteagudo,TRUE,rural,0,0
Chuquisaca,Hernando Siles,Monteagudo,10501,100172,C.S. Cies Monteagudo,TRUE,rural,0,0
Chuquisaca,Hernando Siles,Monteagudo,10501,100173,Rodeo,TRUE,rural,0,3
Chuquisaca,Hernando Siles,Monteagudo,10501,100174,San Juan Bautista,TRUE,rural,68660140,0
Chuquisaca,Hernando Siles,Monteagudo,10501,100175,San Miguel Del Banado,TRUE,rural,0,4
Chuquisaca,Hernando Siles,Monteagudo,10501,100176,Valle Nuevo,TRUE,rural,68660146,0
Chuquisaca,Hernando Siles,Monteagudo,10501,100177,Dermatologico,TRUE,rural,6472662,27
Chuquisaca,Hernando Siles,Monteagudo,10501,100178,Roldana,TRUE,rural,68660142,1
Chuquisaca,Hernando Siles,Monteagudo,10501,100179,Despensas,TRUE,rural,0,0
Chuquisaca,Hernando Siles,Monteagudo,10501,100180,Azero Norte,TRUE,rural,0,0
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100181,Animbo,TRUE,rural,67608410,2
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100182,Atirimbia,TRUE,rural,74678351,0
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100183,Casa Alta,TRUE,rural,46933539,2
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100184,Duraznitos,TRUE,rural,68635264,1
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100185,San Pablo De Huacareta,TRUE,rural,46479212,17
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100186,C.S. Cies Huacareta,TRUE,rural,0,0
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100187,Nacamiri,TRUE,rural,46933539,3
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100188,Piraicito,TRUE,rural,0,0
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100189,Rosario Del Ingre,TRUE,rural,0,4
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100190,Uruguay,TRUE,rural,0,1
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100191,Tartagalito,TRUE,rural,0,1
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100192,Yumao,TRUE,rural,0,2
Chuquisaca,Hernando Siles,San Pablo de Huacareta,10502,100193,Ipaty Del Ingre,TRUE,rural,74432927,2
Chuquisaca,Yamparaez,Tarabuco,10601,100194,Cororo,TRUE,rural,71163142,0
Chuquisaca,Yamparaez,Tarabuco,10601,100195,El Carmen (Tarabuco),TRUE,rural,46936071,1
Chuquisaca,Yamparaez,Tarabuco,10601,100196,El Paredon,TRUE,rural,46936071,1
Chuquisaca,Yamparaez,Tarabuco,10601,100197,Cienega,TRUE,rural,71163120,0
Chuquisaca,Yamparaez,Tarabuco,10601,100198,Pajcha (Chq),TRUE,rural,46936071,0
Chuquisaca,Yamparaez,Tarabuco,10601,100199,Pampa Lupiara,TRUE,rural,71163140,1
Chuquisaca,Yamparaez,Tarabuco,10601,100200,Sarufaya,TRUE,rural,46936071,1
Chuquisaca,Yamparaez,Tarabuco,10601,100201,Surima Chica,TRUE,rural,46936071,1
Chuquisaca,Yamparaez,Tarabuco,10601,100202,Ricardo Bacherer,TRUE,urbano,46936071,18
Chuquisaca,Yamparaez,Yamparáez,10602,100203,Carama,TRUE,rural,71161237,0
Chuquisaca,Yamparaez,Yamparáez,10602,100204,Lavadero,TRUE,rural,71161234,0
Chuquisaca,Yamparaez,Yamparáez,10602,100205,Escana,TRUE,rural,68648072,0
Chuquisaca,Yamparaez,Yamparáez,10602,100206,Jatun Ckacka,TRUE,rural,71161237,0
Chuquisaca,Yamparaez,Yamparáez,10602,100207,Patallajta,TRUE,rural,67608280,0
Chuquisaca,Yamparaez,Yamparáez,10602,100208,Sajpaya,TRUE,rural,0,0
Chuquisaca,Yamparaez,Yamparáez,10602,100209,San Juan (Chq),TRUE,rural,73437359,0
Chuquisaca,Yamparaez,Yamparáez,10602,100210,Sotomayor,TRUE,rural,46936680,0
Chuquisaca,Yamparaez,Yamparáez,10602,100211,Cardenal Maurer,TRUE,rural,46936680,12
Chuquisaca,Nor Cinti,Camargo,10701,100212,Clinica San Clemente,TRUE,urbano,0,45
Chuquisaca,Nor Cinti,Camargo,10701,100213,Carpachacra,TRUE,rural,0,0
Chuquisaca,Nor Cinti,Camargo,10701,100214,Falsuri (Chq),TRUE,rural,74406993,2
Chuquisaca,Nor Cinti,Camargo,10701,100215,Yurac Caballo,TRUE,rural,0,0
Chuquisaca,Nor Cinti,Camargo,10701,100216,San Juan De Dios,TRUE,urbano,6292486,37
Chuquisaca,Nor Cinti,Camargo,10701,100217,Suquistaca,TRUE,rural,7337750,2
Chuquisaca,Nor Cinti,Camargo,10701,100218,C.S. C.N.S. Camargo,TRUE,rural,0,0
Chuquisaca,Nor Cinti,San Lucas,10702,100219,Huayllani,TRUE,rural,71164958,2
Chuquisaca,Nor Cinti,San Lucas,10702,100220,Ocuri,TRUE,rural,71161982,2
Chuquisaca,Nor Cinti,San Lucas,10702,100221,Pututaca,TRUE,rural,71161983,0
Chuquisaca,Nor Cinti,San Lucas,10702,100222,Chinimayu,TRUE,rural,71161314,4
Chuquisaca,Nor Cinti,San Lucas,10702,100223,Malliri,TRUE,rural,71161341,3
Chuquisaca,Nor Cinti,San Lucas,10702,100224,Tambo Kasa,TRUE,rural,71161974,0
Chuquisaca,Nor Cinti,San Lucas,10702,100225,Padcoyo,TRUE,rural,71161315,0
Chuquisaca,Nor Cinti,San Lucas,10702,100226,Canchas Blancas,TRUE,rural,71161339,3
Chuquisaca,Nor Cinti,San Lucas,10702,100227,Payacota Del Carmen,TRUE,rural,71161256,0
Chuquisaca,Nor Cinti,San Lucas,10702,100228,San Lucas,TRUE,rural,10469378,26
Chuquisaca,Nor Cinti,San Lucas,10702,100229,Collpa,TRUE,rural,71161286,0
Chuquisaca,Nor Cinti,San Lucas,10702,100230,Huanumilla,TRUE,rural,71161308,0
Chuquisaca,Nor Cinti,San Lucas,10702,100231,Pirhuani,TRUE,rural,0,0
Chuquisaca,Nor Cinti,San Lucas,10702,100232,Palacio Tambo,TRUE,rural,71161267,10
Chuquisaca,Nor Cinti,San Lucas,10702,100233,La Palca (Chq Poroma),TRUE,rural,71161310,1
Chuquisaca,Nor Cinti,San Lucas,10702,100234,Acchilla,TRUE,rural,71161325,0
Chuquisaca,Nor Cinti,San Lucas,10702,100235,Sacavillque Chico,TRUE,rural,71161985,2
Chuquisaca,Nor Cinti,San Lucas,10702,100236,Chaupi Cocha,TRUE,rural,71161965,0
Chuquisaca,Nor Cinti,San Lucas,10702,100237,Uruchini,TRUE,rural,71161981,2
Chuquisaca,Nor Cinti,San Lucas,10702,100238,Buena Vista,TRUE,rural,46938197,2
Chuquisaca,Nor Cinti,Incahuasi,10703,100239,El Portillo,TRUE,rural,0,0
Chuquisaca,Nor Cinti,Incahuasi,10703,100240,Jolencia,TRUE,rural,67601567,2
Chuquisaca,Nor Cinti,Incahuasi,10703,100241,Pucarita (Chq),TRUE,rural,67600743,3
Chuquisaca,Nor Cinti,Incahuasi,10703,100242,Virgen Del Rosario Incahuasi,TRUE,rural,67601848,5
Chuquisaca,Nor Cinti,Incahuasi,10703,100243,Santa Maria Madre De Dios,TRUE,rural,67600732,15
Chuquisaca,Nor Cinti,Incahuasi,10703,100244,Yatina,TRUE,rural,67601667,2
Chuquisaca,Nor Cinti,Incahuasi,10703,100245,Huajlaya,TRUE,rural,46938249,0
Chuquisaca,Nor Cinti,Incahuasi,10703,100246,Santa Elena,TRUE,rural,67600740,2
Chuquisaca,Nor Cinti,Incahuasi,10703,100247,Caizak,TRUE,rural,68634269,1
Chuquisaca,Nor Cinti,Incahuasi,10703,100248,Supas,TRUE,rural,67600764,2
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100249,Mendoza,TRUE,rural,67619112,3
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100250,Montegrande,TRUE,rural,68661383,2
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100251,Nuevo Mundo,TRUE,rural,68661389,3
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100252,Pampas Del Tigre,TRUE,rural,68661392,3
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100253,"Centro De Salud ""Piedra Grande""",TRUE,rural,68661382,3
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100254,Los Pozos,TRUE,rural,68661390,1
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100255,Urriolagoitia,TRUE,rural,68661384,0
Chuquisaca,Belisario Boeto,Villa Serrano,10801,100256,Villa Serrano,TRUE,urbano,68661385,18
Chuquisaca,Sud Cinti,Camataqui (Villa Abecia),10901,100257,Colpanayoc,TRUE,urbano,74524744,1
Chuquisaca,Sud Cinti,Camataqui (Villa Abecia),10901,100258,Santa Maria,TRUE,rural,46937688,4
Chuquisaca,Sud Cinti,Camataqui (Villa Abecia),10901,100259,Jailia,TRUE,rural,73898755,1
Chuquisaca,Sud Cinti,Camataqui (Villa Abecia),10901,100260,Higuerayoc,TRUE,rural,72983494,0
Chuquisaca,Sud Cinti,Culpina,10902,100261,Manzanal,TRUE,rural,0,0
Chuquisaca,Sud Cinti,Culpina,10902,100262,El Palmar (Chq),TRUE,rural,10469335,2
Chuquisaca,Sud Cinti,Culpina,10902,100263,San Jose,TRUE,urbano,46937630,10
Chuquisaca,Sud Cinti,Culpina,10902,100264,Campamento,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Culpina,10902,100265,Carapari,TRUE,rural,0,0
Chuquisaca,Sud Cinti,Culpina,10902,100266,Sajlina,TRUE,rural,0,0
Chuquisaca,Sud Cinti,Culpina,10902,100267,La Loma (Chq),TRUE,rural,0,1
Chuquisaca,Sud Cinti,Culpina,10902,100268,Tojlasa,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Culpina,10902,100269,El Monte,TRUE,rural,0,2
Chuquisaca,Sud Cinti,Culpina,10902,100270,Puca Pampa,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Las Carreras,10903,100271,Taraya,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Las Carreras,10903,100272,La Torre,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Las Carreras,10903,100273,Impora,TRUE,rural,0,2
Chuquisaca,Sud Cinti,Las Carreras,10903,100274,Lime,TRUE,rural,0,1
Chuquisaca,Sud Cinti,Las Carreras,10903,100275,Virgen Del Carmen,TRUE,rural,0,0
Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa),11001,100276,Cumandayti,TRUE,rural,0,0
Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa),11001,100277,San Leolino,TRUE,rural,0,0
Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa),11001,100278,Ity,TRUE,rural,0,0
Chuquisaca,Luis Calvo,Villa Vaca Guzmán (Muyupampa),11001,100279,Karatindy,TRUE,rural,10469380,1
